Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
14.10.2024 12:30;14.10.2024 12:45:00;1.103,25;625;291,75;778,25;3.830,25;18,25;-;2.640,75;1.579,00;2.033,50;103,75;315,75
14.10.2024 12:45;14.10.2024 13:00:00;1.105,50;643,25;288,25;752;3.769,00;18,25;-;2.635,75;1.576,75;2.081,00;87,5;316
14.10.2024 13:00;14.10.2024 13:15:00;1.110,25;606,25;275,75;708,75;3.706,75;18,25;-;2.620,75;1.577,00;2.133,00;85,25;314,5
14.10.2024 13:15;14.10.2024 13:30:00;1.111,75;592,25;244,5;668;3.605,25;18,25;-;2.635,25;1.585,50;2.115,00;52,75;312,75
14.10.2024 13:30;14.10.2024 13:45:00;1.117,00;589,75;221,75;663,75;3.515,00;18,25;-;2.669,00;1.579,75;2.112,75;58,5;313,25
14.10.2024 13:45;14.10.2024 14:00:00;1.122,50;589,75;218,75;633;3.416,50;20,75;-;2.665,00;1.579,50;2.094,50;50,75;312,75
14.10.2024 14:00;14.10.2024 14:15:00;1.121,75;584,5;232,75;623,75;3.351,50;23,5;-;2.664,75;1.579,25;2.046,50;39,25;313,75
14.10.2024 14:15;14.10.2024 14:30:00;1.122,50;571,75;245,75;592,75;3.267,75;23,5;-;2.666,00;1.576,00;2.045,25;39,75;313
14.10.2024 14:30;14.10.2024 14:45:00;1.128,25;606,5;252,25;542,25;3.078,00;22,75;-;2.665,25;1.588,50;2.057,25;65,25;314
14.10.2024 14:45;14.10.2024 15:00:00;1.131,50;632;239,5;517,5;2.863,75;22,5;-;2.671,00;1.602,25;2.121,00;79;314
14.10.2024 15:00;14.10.2024 15:15:00;1.134,00;609,25;246,75;498,5;2.723,00;23,5;-;2.670,50;1.612,25;2.259,25;48,75;316,5
14.10.2024 15:15;14.10.2024 15:30:00;1.138,25;634;253,5;474,75;2.584,50;23,5;-;2.678,75;1.617,50;2.265,25;97;316,25
14.10.2024 15:30;14.10.2024 15:45:00;1.142,25;661,75;252,75;465,25;2.326,75;23,5;-;2.691,50;1.620,75;2.248,50;210;315,25
14.10.2024 15:45;14.10.2024 16:00:00;1.145,25;659,75;249,75;466;2.071,75;23,5;-;2.677,50;1.634,75;2.250,50;292;314
14.10.2024 16:00;14.10.2024 16:15:00;1.147,25;619,5;264,5;476,25;1.821,75;23,5;-;2.673,25;1.637,75;2.358,75;375,5;315,25
14.10.2024 16:15;14.10.2024 16:30:00;1.151,25;662;274;475,25;1.557,00;23,5;-;2.683,50;1.642,00;2.378,00;559,75;315,25
14.10.2024 16:30;14.10.2024 16:45:00;1.152,75;708;258;444,25;1.311,75;23,5;-;2.688,00;1.647,50;2.421,50;775,25;309
14.10.2024 16:45;14.10.2024 17:00:00;1.158,50;701,75;246,5;417,75;1.062,75;23,5;-;2.718,25;1.648,00;2.478,75;910;313,5
14.10.2024 17:00;14.10.2024 17:15:00;1.163,50;679,75;246,75;403,75;834;23,5;-;2.780,50;1.655,00;2.607,75;849;317
14.10.2024 17:15;14.10.2024 17:30:00;1.168,50;679;250,75;420,5;616;23,5;-;2.795,25;1.648,75;2.664,50;1.059,00;327,75
14.10.2024 17:30;14.10.2024 17:45:00;1.168,75;671;240;433,25;416,5;23,5;-;2.801,00;1.649,00;2.688,25;1.231,50;366
14.10.2024 17:45;14.10.2024 18:00:00;1.173,25;683,25;230,5;448;245;23,5;-;2.802,00;1.651,75;2.718,50;1.292,25;376,25
14.10.2024 18:00;14.10.2024 18:15:00;1.174,50;633;223,5;475,5;108;23,5;-;2.891,50;1.652,50;2.757,00;1.235,00;384,75
14.10.2024 18:15;14.10.2024 18:30:00;1.177,00;639,5;226;510,25;29,75;23,5;-;2.924,75;1.646,50;2.801,25;1.279,50;392,5
14.10.2024 18:30;14.10.2024 18:45:00;1.171,50;654,25;212;513,75;2,5;23,5;-;2.929,25;1.650,75;2.801,50;1.342,25;393
14.10.2024 18:45;14.10.2024 19:00:00;1.170,00;667,5;206;536;0;23,5;-;2.928,00;1.653,00;2.809,00;1.370,25;393,75
14.10.2024 19:00;14.10.2024 19:15:00;1.167,50;672,25;207,25;587,75;0;23,5;-;2.927,00;1.652,75;2.778,00;1.275,75;388,5
14.10.2024 19:15;14.10.2024 19:30:00;1.167,25;679;202,25;615;0;23,5;-;2.941,00;1.654,50;2.774,00;1.268,00;380,25
14.10.2024 19:30;14.10.2024 19:45:00;1.155,50;678,75;187,25;624;0;23,5;-;2.957,50;1.657,00;2.768,25;1.171,25;376,5
14.10.2024 19:45;14.10.2024 20:00:00;1.151,00;678,75;175;628,25;0;24,5;-;2.978,50;1.652,00;2.761,50;1.145,50;375
14.10.2024 20:00;14.10.2024 20:15:00;1.146,75;680,25;164,25;624,75;0;24,5;-;3.009,00;1.646,75;2.766,50;1.205,25;375,25
14.10.2024 20:15;14.10.2024 20:30:00;1.145,25;680,5;162,5;640;0;24,5;-;3.011,75;1.646,00;2.728,75;1.210,50;342,25
14.10.2024 20:30;14.10.2024 20:45:00;1.134,25;684;152,75;665,25;0;24,5;-;3.010,50;1.639,25;2.685,00;1.148,00;332,25
14.10.2024 20:45;14.10.2024 21:00:00;1.129,25;678,5;152;700,5;0;24,5;-;2.958,00;1.634,75;2.577,00;910,75;332,75
14.10.2024 21:00;14.10.2024 21:15:00;1.125,75;685,5;151,75;714;0;24,5;-;2.928,50;1.640,75;2.534,75;598,75;331,5
14.10.2024 21:15;14.10.2024 21:30:00;1.122,00;684,75;154,25;706,5;0;24,5;-;2.932,75;1.646,00;2.461,00;430;332
14.10.2024 21:30;14.10.2024 21:45:00;1.114,00;633;172,75;691,5;0;24,5;-;2.932,50;1.644,25;2.409,00;350,75;331
14.10.2024 21:45;14.10.2024 22:00:00;1.109,00;592,5;134,25;675;0;24,5;-;2.936,75;1.639,75;2.295,50;248,75;331,25
14.10.2024 22:00;14.10.2024 22:15:00;1.105,00;625,5;108;661;0;24,5;-;2.927,00;1.624,75;2.148,00;286,25;330
14.10.2024 22:15;14.10.2024 22:30:00;1.103,50;621;109,25;662,5;0;24,5;-;2.927,75;1.602,75;1.992,50;259,75;330,75
14.10.2024 22:30;14.10.2024 22:45:00;1.097,00;602;121;661,5;0;24,5;-;2.924,25;1.556,25;1.803,00;297;329,25
14.10.2024 22:45;14.10.2024 23:00:00;1.095,50;579,5;121;656,75;0;24,5;-;2.928,50;1.511,75;1.710,00;238,25;330,25
14.10.2024 23:00;14.10.2024 23:15:00;1.091,50;593,25;123,25;658,5;0;24,5;-;2.929,25;1.453,25;1.520,00;197,5;322
14.10.2024 23:15;14.10.2024 23:30:00;1.090,25;614,25;115,75;658,75;0;24,5;-;2.922,25;1.397,25;1.360,50;127,75;319,5
14.10.2024 23:30;14.10.2024 23:45:00;1.086,75;604;119,75;645,5;0;24,5;-;2.925,00;1.366,50;1.330,00;74,5;317,5
14.10.2024 23:45;15.10.2024 00:00:00;1.085,50;614;129,5;635,5;0;24,5;-;2.946,50;1.347,00;1.283,75;57,75;316,75
15.10.2024 00:00;15.10.2024 00:15:00;1.083,50;648,25;131;659;0;23,75;-;2.942,50;1.336,25;1.240,25;121,25;316,75
15.10.2024 00:15;15.10.2024 00:30:00;1.079,25;605,75;136,5;672;0;23,75;-;2.912,50;1.307,25;1.148,00;93;317,5
15.10.2024 00:30;15.10.2024 00:45:00;1.074,25;549,75;146,75;672,25;0;23,75;-;2.919,00;1.288,50;1.108,25;36,75;317,25
15.10.2024 00:45;15.10.2024 01:00:00;1.073,75;534,75;147,75;666,25;0;23,75;-;2.934,75;1.258,25;1.090,50;32,75;317,5
15.10.2024 01:00;15.10.2024 01:15:00;1.073,50;561;127,25;673;0;25;-;2.981,25;1.232,25;1.081,75;88,5;316,25
15.10.2024 01:15;15.10.2024 01:30:00;1.072,00;541;142,75;666,25;0;25;-;3.019,75;1.201,00;1.055,50;38,5;316,5
15.10.2024 01:30;15.10.2024 01:45:00;1.074,25;541,5;177,75;658,25;0;25;-;3.032,25;1.204,75;1.053,25;35,5;314,5
15.10.2024 01:45;15.10.2024 02:00:00;1.077,75;528;190,75;658,5;0;25;-;3.053,25;1.183,25;1.052,75;18,5;315,25
15.10.2024 02:00;15.10.2024 02:15:00;1.081,75;533;207,25;666,5;0;25;-;3.066,50;1.144,00;1.052,25;30;315
15.10.2024 02:15;15.10.2024 02:30:00;1.082,25;535;218,25;680,75;0;25;-;3.058,25;1.081,50;1.052,25;30,25;315
15.10.2024 02:30;15.10.2024 02:45:00;1.084,50;537,75;200,25;704,75;0;25;-;3.071,50;1.058,75;1.048,25;46,5;315,25
15.10.2024 02:45;15.10.2024 03:00:00;1.089,25;544,75;186,25;733,25;0;25;-;3.082,50;1.045,25;1.042,25;56;315,75
15.10.2024 03:00;15.10.2024 03:15:00;1.093,00;542,25;170,5;746,75;0;25;-;3.041,75;1.017,00;1.031,50;38,75;314,75
15.10.2024 03:15;15.10.2024 03:30:00;1.093,75;523,5;166,5;738,75;0;25;-;2.986,25;1.004,00;1.030,75;43,25;314,5
15.10.2024 03:30;15.10.2024 03:45:00;1.096,25;522,25;170;738,75;0;25;-;2.980,00;1.001,25;1.029,50;42,75;314
15.10.2024 03:45;15.10.2024 04:00:00;1.103,50;519;170,75;750,75;0;25;-;2.970,50;1.006,00;1.033,00;31,5;313,75
15.10.2024 04:00;15.10.2024 04:15:00;1.109,25;521,5;177,5;763,75;0;25;-;2.986,50;1.019,00;1.090,00;80,25;314,75
15.10.2024 04:15;15.10.2024 04:30:00;1.109,50;526,5;189,75;775,5;0;25;-;3.031,00;1.023,00;1.099,00;102,75;313,5
15.10.2024 04:30;15.10.2024 04:45:00;1.111,75;540,5;194;780,75;0;25;-;3.000,25;1.084,75;1.106,50;134;313
15.10.2024 04:45;15.10.2024 05:00:00;1.118,50;537;196,5;776,75;0;25;-;2.962,00;1.133,50;1.116,75;145,5;315,5
15.10.2024 05:00;15.10.2024 05:15:00;1.121,50;535,75;199,75;763,75;0;25;-;2.956,75;1.213,25;1.269,75;100,25;317,5
15.10.2024 05:15;15.10.2024 05:30:00;1.123,75;548,5;178,5;759,25;0;25;-;2.914,00;1.301,50;1.319,50;103,5;316,5
15.10.2024 05:30;15.10.2024 05:45:00;1.126,50;542;166,25;753,75;0;25;-;2.888,50;1.375,25;1.441,50;116,75;318
15.10.2024 05:45;15.10.2024 06:00:00;1.131,00;576,5;157,25;761,25;0;25;-;2.841,75;1.422,00;1.622,75;159,75;318,5
15.10.2024 06:00;15.10.2024 06:15:00;1.138,00;616,25;157,25;794,5;0;25;-;2.826,25;1.465,50;1.890,50;192,5;318,5
15.10.2024 06:15;15.10.2024 06:30:00;1.140,25;628,25;143;830;0;25;-;2.829,00;1.532,25;2.017,50;435,25;313
15.10.2024 06:30;15.10.2024 06:45:00;1.146,00;679,75;122,75;857,25;0;25;-;2.830,25;1.584,25;2.123,25;711,25;312,5
15.10.2024 06:45;15.10.2024 07:00:00;1.150,25;675;101;892,25;0;25;-;2.824,75;1.630,50;2.203,75;854,75;319
15.10.2024 07:00;15.10.2024 07:15:00;1.152,50;663,75;88,25;911,25;0;25;-;2.827,25;1.644,50;2.258,25;945,75;337,5
15.10.2024 07:15;15.10.2024 07:30:00;1.151,50;656;91,25;933;2,5;25;-;2.832,75;1.652,25;2.278,25;1.165,75;340,25
15.10.2024 07:30;15.10.2024 07:45:00;1.155,75;645,25;95,75;960,25;21,5;25;-;2.838,25;1.653,00;2.287,00;1.270,00;343
15.10.2024 07:45;15.10.2024 08:00:00;1.149,00;646,25;92,25;998;85,5;25;-;2.841,00;1.655,50;2.289,00;1.248,25;343,75
15.10.2024 08:00;15.10.2024 08:15:00;1.146,25;664,75;80,5;1.041,00;229,25;25;-;2.839,50;1.663,00;2.317,00;1.168,75;345,75
15.10.2024 08:15;15.10.2024 08:30:00;1.149,25;666,5;81;1.050,50;495;25;-;2.842,00;1.656,00;2.316,75;1.109,50;338,25
15.10.2024 08:30;15.10.2024 08:45:00;1.152,50;654;99;1.053,75;814,25;25;-;2.832,25;1.653,25;2.301,75;925;325,25
15.10.2024 08:45;15.10.2024 09:00:00;1.143,25;622,75;113,75;1.052,50;1.186,25;23,75;-;2.826,75;1.654,00;2.296,75;759,5;312,25
15.10.2024 09:00;15.10.2024 09:15:00;1.141,25;668,75;124;1.042,25;1.646,25;23,75;-;2.818,75;1.651,25;2.223,50;604;311,5
15.10.2024 09:15;15.10.2024 09:30:00;1.140,50;661,75;125,75;1.054,25;2.162,00;23,75;-;2.691,75;1.602,00;2.098,25;388,75;314
15.10.2024 09:30;15.10.2024 09:45:00;1.138,50;600,25;142;1.048,00;2.661,25;23,75;-;2.810,75;1.548,75;1.911,25;315;313,25
15.10.2024 09:45;15.10.2024 10:00:00;1.128,50;569;139;1.010,25;3.086,25;23,75;-;2.826,75;1.490,75;1.777,75;171,5;312
15.10.2024 10:00;15.10.2024 10:15:00;1.126,25;642,75;148;971,25;3.488,50;23,75;-;2.825,00;1.441,75;1.636,25;220,25;309,75
15.10.2024 10:15;15.10.2024 10:30:00;1.123,75;582;173,25;901;3.933,50;23,75;-;2.816,00;1.388,75;1.560,00;230,5;306,25
15.10.2024 10:30;15.10.2024 10:45:00;1.118,00;590,5;198;810,5;4.343,00;23,75;-;2.799,00;1.280,50;1.441,50;133,25;309,5
15.10.2024 10:45;15.10.2024 11:00:00;1.114,25;560,5;205,25;735;4.698,00;23,75;-;2.803,50;1.231,00;1.394,00;82,75;307,5
15.10.2024 11:00;15.10.2024 11:15:00;1.110,50;623;215,75;694,75;4.989,50;23,75;-;2.848,00;1.170,75;1.367,25;155,75;307
15.10.2024 11:15;15.10.2024 11:30:00;1.109,50;621,25;249,75;695,5;5.235,50;23,75;-;2.898,75;1.085,00;1.297,25;102,25;307,75
15.10.2024 11:30;15.10.2024 11:45:00;1.108,50;593;263,75;731;5.418,25;23,75;-;2.922,75;1.041,25;1.224,25;108;304,5
15.10.2024 11:45;15.10.2024 12:00:00;1.106,25;607,5;261,75;763;5.571,00;23,75;-;2.866,00;1.018,00;1.200,50;70,5;300,25
15.10.2024 12:00;15.10.2024 12:15:00;1.104,00;576;272,75;833;5.674,50;23,75;-;2.865,00;970,75;1.115,50;17;304
15.10.2024 12:15;15.10.2024 12:30:00;1.100,25;534;296,5;921,5;5.701,00;23,75;-;2.817,00;952,5;1.093,50;2;305,25
15.10.2024 12:30;15.10.2024 12:45:00;1.100,00;528,5;316,75;993,5;5.683,25;23,75;-;2.779,50;952,75;1.084,75;2,75;306
15.10.2024 12:45;15.10.2024 13:00:00;1.100,50;556,25;344,5;1.046,75;5.653,50;23,75;-;2.733,00;950,75;1.057,25;14,75;302,75
15.10.2024 13:00;15.10.2024 13:15:00;1.103,25;584,75;369;1.109,00;5.576,00;23,75;-;2.656,00;943;983,5;32,75;302,25
15.10.2024 13:15;15.10.2024 13:30:00;1.104,25;554,25;381,75;1.153,50;5.525,50;23,75;-;2.631,50;906,5;972,25;11,75;300,5
15.10.2024 13:30;15.10.2024 13:45:00;1.109,00;561,5;393,75;1.179,75;5.446,50;23,75;-;2.540,50;872;970,75;8,5;298,5
15.10.2024 13:45;15.10.2024 14:00:00;1.115,50;556;422,25;1.208,00;5.347,25;23,75;-;2.481,50;835,5;968;4,25;307,25
15.10.2024 14:00;15.10.2024 14:15:00;1.121,25;561;444;1.228,50;5.191,50;23,75;-;2.467,50;793,5;1.003,00;51,25;308,75
15.10.2024 14:15;15.10.2024 14:30:00;1.120,50;587,25;481,5;1.257,00;5.031,75;23,75;-;2.476,75;776,5;1.022,75;50,25;314,5
15.10.2024 14:30;15.10.2024 14:45:00;1.124,50;601,75;541,75;1.290,00;4.840,50;23,75;-;2.525,25;793,25;1.030,25;67,5;314,25
15.10.2024 14:45;15.10.2024 15:00:00;1.130,25;572,25;588,25;1.356,75;4.594,75;23,75;-;2.685,50;872,5;1.033,00;39;311,5
15.10.2024 15:00;15.10.2024 15:15:00;1.132,25;567,75;608,75;1.398,75;4.334,75;23,75;-;2.732,50;952;1.070,00;66,5;310,5
15.10.2024 15:15;15.10.2024 15:30:00;1.133,25;555;666,75;1.436,75;4.035,50;23,75;-;2.770,75;1.007,00;1.077,25;74;312
15.10.2024 15:30;15.10.2024 15:45:00;1.135,75;545,75;744,75;1.482,75;3.683,00;23,75;-;2.787,50;1.059,50;1.103,25;102;315
15.10.2024 15:45;15.10.2024 16:00:00;1.138,50;559,5;784;1.509,25;3.321,00;23,75;-;2.801,25;1.108,75;1.110,00;206,25;315,25
15.10.2024 16:00;15.10.2024 16:15:00;1.144,75;523,75;844,75;1.551,75;2.919,75;23,75;-;2.830,25;1.131,50;1.132,00;84,75;316,25
15.10.2024 16:15;15.10.2024 16:30:00;1.150,50;556,25;908,25;1.601,00;2.496,00;23,75;-;2.886,00;1.176,50;1.163,00;145,25;313,25
15.10.2024 16:30;15.10.2024 16:45:00;1.153,25;581;953,75;1.638,75;2.051,25;23,75;-;2.898,25;1.213,50;1.170,00;342;313,5
15.10.2024 16:45;15.10.2024 17:00:00;1.157,00;620,75;1.002,25;1.714,75;1.622,25;23,75;-;2.898,00;1.233,50;1.188,50;550,75;313,5
15.10.2024 17:00;15.10.2024 17:15:00;1.163,75;658,25;1.071,75;1.771,75;1.223,50;23,75;-;2.896,25;1.247,75;1.281,50;733;315,75
15.10.2024 17:15;15.10.2024 17:30:00;1.165,75;676,25;1.123,00;1.857,50;849,5;23,75;-;2.909,50;1.259,75;1.341,25;905;316
15.10.2024 17:30;15.10.2024 17:45:00;1.171,00;693,5;1.187,00;1.969,50;523,25;23,75;-;2.912,25;1.262,00;1.377,75;1.214,50;316,25
15.10.2024 17:45;15.10.2024 18:00:00;1.173,75;677;1.234,25;2.138,25;269;23,75;-;2.906,75;1.256,75;1.399,00;1.269,00;331,5
15.10.2024 18:00;15.10.2024 18:15:00;1.176,50;637,25;1.272,50;2.421,50;100;23,75;-;2.904,25;1.242,25;1.480,25;1.280,50;361,25
15.10.2024 18:15;15.10.2024 18:30:00;1.178,25;625;1.327,75;2.724,50;23,25;23,75;-;2.896,00;1.221,25;1.546,50;1.244,75;361,75
15.10.2024 18:30;15.10.2024 18:45:00;1.175,75;656,25;1.252,75;3.015,00;1,5;23,75;-;2.905,25;1.213,50;1.538,75;1.264,75;352,5
15.10.2024 18:45;15.10.2024 19:00:00;1.168,00;654,75;1.286,25;3.313,00;0;23,75;-;2.890,00;1.182,00;1.541,00;1.004,25;316,75
15.10.2024 19:00;15.10.2024 19:15:00;1.167,00;672;1.323,00;3.626,00;0;23,75;-;2.899,75;1.147,75;1.581,25;739,75;316,5
15.10.2024 19:15;15.10.2024 19:30:00;1.165,00;641,5;1.373,50;3.962,75;0;23,75;-;2.879,75;1.052,00;1.639,50;595,75;313,5
15.10.2024 19:30;15.10.2024 19:45:00;1.161,25;611,25;1.420,75;4.292,50;0;23,75;-;2.875,25;964,5;1.613,00;488,25;311
15.10.2024 19:45;15.10.2024 20:00:00;1.149,00;579,25;1.377,25;4.507,00;0;23,75;-;2.861,75;884,75;1.574,25;338;312,25
15.10.2024 20:00;15.10.2024 20:15:00;1.146,50;606;1.292,00;4.703,00;0;23,75;-;2.803,50;784,5;1.483,75;467,5;311,25
15.10.2024 20:15;15.10.2024 20:30:00;1.143,50;557,75;1.292,25;4.879,75;0;23,75;-;2.763,75;720,5;1.446,75;355,75;315
15.10.2024 20:30;15.10.2024 20:45:00;1.143,75;576;1.292,75;5.007,00;0;23,75;-;2.693,75;661;1.417,00;175;317,25
15.10.2024 20:45;15.10.2024 21:00:00;-;-;1.311,00;-;-;-;-;-;-;-;-;-
15.10.2024 21:00;15.10.2024 21:15:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 21:15;15.10.2024 21:30:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 21:30;15.10.2024 21:45:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 21:45;15.10.2024 22:00:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 22:00;15.10.2024 22:15:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 22:15;15.10.2024 22:30:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 22:30;15.10.2024 22:45:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 22:45;15.10.2024 23:00:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 23:00;15.10.2024 23:15:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 23:15;15.10.2024 23:30:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 23:30;15.10.2024 23:45:00;-;-;-;-;-;-;-;-;-;-;-;-
15.10.2024 23:45;16.10.2024 00:00:00;-;-;-;-;-;-;-;-;-;-;-;-
;Jeweils;1139220,5;564043,75;894894;3438189,75;1462233;23032;0;2266246;735008,25;1033204;331854,25;336704,75
;Gesamt;12224630,25;12224630.25;;;;;;;;;;
;Erneuerbare;7853467,25;7521613;331854,25;;;;;;;;;
;Anteil;64,24298395;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;Residiallast;4371163;;;;;;;;;;;
;python;4371163.0;;;;;;;;;;;
